Tags,Oznake
Feedback By,feedback
Feedback Request,feedback Upit
Feedback Submitted,feedback Submitted
Fees,Naknade
Fees Category,Naknade Kategorija
Fees Collected,naplaćenih naknada
Female,Žensko
Fertilizer,đubrivo
Fertilizer Content,đubrivo Sadržaj
Fertilizer Contents,đubriva Sadržaj
Fertilizer Name,đubrivo Ime
Fetch Customers,Prekopiraj Kupce
Fetch Data,Prekopiraj podatke
Fetch From,Prekopiraj Iz
Fetch If Empty,Prekopiraj Ako Je Prazno
Fetch Images,Prekopiraj Slike
Fetch Items from Warehouse,Prekopiraj stavke iz skladišta
Fetch Serial Numbers based on FIFO,Prekopiraj serijske brojeve na osnovu FIFO
Fetch Subscription Updates,Prekopiraj Pretplate
Fetch Timesheet,Prekopiraj raspored
Fetch attached images from document,Prekopiraj prilogu slike iz dokumenta
Fetch exploded BOM (including sub-assemblies),Prekopiraj rasklopljenom Bom (uključujući podsklopovi)
Fetch items based on Default Supplier.,Prekopiraj stavke na osnovu Default dobavljača.
Fetched only {0} available serial numbers.,Preuzeto je samo {0} raspoloživih serijskih brojeva.
Fetching Pending Medication Orders,Preuzimanje na čekanju medicinskih porudžbina
Fetching Template Details,Preuzimanje Šablon Detalji
Fetching default Global Search documents.,Fetching default Global search dokumenata.
Fetching records......,Preuzimaju zapisi ......
Fetching...,Preuzimanje ...
Fichier des Ecritures Comptables [FEC],Fichier des Ecritures Comptables [FEC]
Field,polje
"Field ""route"" is mandatory for Web Views","Polje ""put"" je obavezan za Veb Vievs"
"Field ""value"" is mandatory. Please specify value to be updated","Polje ""vrednost"" je obavezan. Navedite vrednost da se ažurira"
Field Description,Opis polja
Field Mapping,polje mapiranje
Field Maps,Field karte
Field Name,Ime polja
Field To Check,Polje Da biste proverili
Field Type,polje Tip
Field in Bank Transaction,Polje u banci transakcije
Field not permitted in query,Polje nije dozvoljeno u upitu
Field that represents the Workflow State of the transaction (if field is not present,Polje koje predstavlja Vorkflov državu transakcije (ako polje nije prisutan
Field to Track,Polje za Track
Field type cannot be changed for {0},Vrsta polja ne može menjati u {0}
Field {0} not found.,Field {0} nije pronađen.
Fieldname,Ime polja
Fieldname is limited to 64 characters ({0}),Fieldname je ograničen na 64 znakova ({0})
Fieldname not set for Custom Field,Fieldname nije podešen za Custom Field
Fieldname which will be the DocType for this link field.,Fieldname koji će biti DOCTIPE za ovaj link oblasti.
Fieldname {0} cannot have special characters like {1},Fieldname {0} ne mogu imati specijalne znakove kao što su {1}
Fieldname {0} conflicting with meta object,Fieldname {0} u sukobu sa meta objektom
Fieldname {0} is restricted,Fieldname {0} je ograničen
Fields,Polja
Fields Multicheck,polja Multicheck
Fields separated by comma (,Polja odvojene zarezom (
Fields will be copied over only at time of creation.,Polja će biti kopirani samo u vreme stvaranja.
Fieldtype,Fieldtipe
Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtipe ne može menjati ot {0} do {1} u nizu {2}
File,fajl
File '{0}' not found,File '{0}' nije pronađen
File Backup,file rezervne kopije
File Information,file informacije
File Manager,file manager
File Name,Naziv dokumenta
File Size,Veličina fajla
File Type,Tip fajla
File URL,file URL adresa
File backup is ready,File backup je spreman
File name cannot have {0},File name ne može imati {0}
File not attached,File nije priključen
File size exceeded the maximum allowed size of {0} MB,Veličina premašila maksimalnu dozvoljenu veličinu od {0} MB
File to Rename,File na Rename
File too big,File prevelika
File {0} does not exist,File {0} ne postoji
Fill the form and save it,Popunite formular i da ga sačuvate
Filter,filter
Filter Based On,Filter koji se zasniva na
Filter By,Filtriraj Prema
Filter Data,filter podataka
Filter Duration (Months),Filter Trajanje (mjeseci)
Filter Employees By (Optional),Filter zaposlenih (Opcija)
"Filter Fields Row #{0}: Fieldname <b>{1}</b> must be of type ""Link"" or ""Table MultiSelect""","Filter Fields Rov # {0}: FIELDNAME <b> {1} </ b> mora biti tipa ""Link"" ili ""Table MULTISELECT"""
Filter List,filter Spisak
Filter Meta,filter Meta
Filter Name,Filtriraj Ime
Filter Total Zero Qty,Filter Ukupno Zero Kti
Filter Values,Filter Vrednosti
Filter by invoice status,Filter po statusu fakture
Filter must be a tuple or list (in a list),Filter mora biti tuple ili listu (na listi)
Filter must have 4 values (doctype,Filter mora imati 4 vrednosti (DOCTIPE
Filter...,Filter ...
Filtered Records,Filtered Zapisi
"Filtered by ""{0}""","Filtered bi ""{0}"""
Filters,Filteri
Filters Configuration,filteri Konfiguracija
Filters Display,Filteri Displej
Filters JSON,filteri JSON
Filters Section,Filteri Sekcija
Filters applied for {0},Filteri podešeni za {0}
Filters saved,Filteri spaseni
Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result=[result]</code>,Filteri će biti dostupni putem <code> filterima </ code>. <br> <br> Pošalji izlaz kao <kod> rezultat=[rezultat] </ kod>
Final Assessment Grades,Final razreda Assessment
Finance Book,Finansijska knjiga
Finance Book Detail,Finansije knjiga Detalj
Finance Book Id,Finansije ID knjige
Finance Books,Finance Knjige
Financial Services,Finansijske usluge
Financial Statements,Finansijski izveštaji
Financial Year Begins On,Finansijska godina počinje
Find '{0}' in ...,Find '{0}' u ...
Find {0} in {1},Traži {0} u {1}
Finish,završiti
Finish Topic,finish Tema
Finished,Gotov
Finished Good,Gotova roba
Finished Good Item Code,Završena Dobro Kod tovara
Finished Goods,Gotovi proizvodi
Finished Goods Warehouse,Gotove robe Magacin
Finished Item {0} does not match with Work Order {1},Završena artikla {0} ne poklapa sa radnog naloga {1}
First,Prvi
First Check-in and Last Check-out,Prvo Odlazak u i prezime Odlazak
First Email,prvo E-mail
First Level,Prvi nivo
First Name,Ime
First Responded On,Prvo je odgovorila
First Response Time,Prvo Vreme odziva
First Response Time for Issues,Prvo vreme odziva za pitanja
First Response Time for Opportunity,Prvo vreme odziva za Prilika
First Success Message,Prvi uspeh poruka
First Transaction,prva transakcija
First data column must be blank.,Prva kolona podaci moraju biti prazno.
First set the name and save the record.,Prvo podesite ime i sačuvate rekord.
Fiscal Regime is mandatory,Fiskalni režim je obavezna
Fiscal Year,Fiskalna godina
Fiscal Year Company,Fiskalna godina Firma
Fiscal Year End Date should be one year after Fiscal Year Start Date,Fiskalna godina Datum završetka trebalo bi da bude godinu dana nakon Fiskalna godina početka Datum
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},Fiskalna godina Početak i fiskalne godine Datum završetka su već postavljena u fiskalnoj {0}
Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,Fiskalna godina Datum početka trebalo da bude godinu dana ranije nego što je Fiskalna godina End Date
Fiscal Year {0} Does Not Exist,Fiskalna godina {0} ne postoji
Fiscal Year {0} does not exist,ne postoji Fiskalna godina {0}
Fiscal Year {0} is required,Fiskalna godina {0} je potrebno
Fiscal Year {0} not found,Fiskalna godina {0} nije pronađen
Fixed,Fiksno
Fixed Asset,Osnovna sredstva
Fixed Asset Account,Osnovnih sredstava računa
Fixed Asset Depreciation Settings,Podešavanja osnovnih sredstava amortizacije
Fixed Asset Item must be a non-stock item.,Osnovnih sredstava artikla mora da bude ne-lageru predmeta.
Fixed Asset Register,Fiksni Registar Imovine
Fixed Assets,Osnovna sredstva
Fixed Deposit Number,Fiksni depozita Broj
Fixed Error Log,Fiksni Greška se
Fixed Rate,Fiksna kamatna stopa
Flag,zastava
Fleet Manager,Upravnik voznog praka
Fleet Managment,Uprava Voznog Parka
Fleet Management,Vozni Parki
Flexible Benefits,Fleksibilne Pogodnosti
Flight,Let
Float,Float
Float Precision,float Precision
Fluid,fluid
Focus on Item Group filter,Fokusirajte se na tačka filter Grupa
Focus on search input,Fokus na ulazu za pretragu
Fold,preklopiti
Fold can not be at the end of the form,Fold ne može biti na kraju obrasca
Fold must come before a Section Break,Fold mora doći pred Section Break
Folder,fascikla
Folder {0} is not empty,Folder {0} nije prazna
Folio no.,Folio ne.
Follow,Prati
Follow Calendar Months,Follov kalendarskih meseci
Follow Up,Pratiti
Follow Up Date,Praćenje Datum
Follow these steps to create a landing page for your store,Pratite ove korake za stvaranje početne stranice za prodavnicu
Follow via Email,Pratite putem e-pošte
Followed by,Zatim
Following Material Requests have been raised automatically based on Item's re-order level,Nakon Material zahtevi su automatski podignuta na osnovu nivoa ponovnog reda stavke
Following Report Filters have missing values:,Sledeći izveštaj Filteri ima nedostaju vrednosti:
Following accounts might be selected in GST Settings:,Sledeće računi mogu biti izabrani u GST Settings:
Following course schedules were created,raspored sledeći kurs su stvoreni
Following fields are mandatory to create address:,Sledeća polja su obavezna da stvori adresu:
Following fields are missing:,Sledeća polja nedostaju:
Following fields have missing values:,Sledeća polja imaju nedostaju vrednosti:
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,Nakon stavka {0} nije označen kao {1} tačke. Možete ih omogućiti i {1} tačke iz svoje jedinice master
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,Sledeće stavke {0} nisu označeni kao {1} tačke. Možete ih omogućiti i {1} tačke iz svoje jedinice master
Font,Font
Font Properties,font Nekretnine
Font Size,Veličina fonta
Fonts,fonts
Food,Hrana
Food,Hrana
Footer,footer
No Data...,Nema Podataka...
Footer HTML,footer HTML-
Footer Items,footer Predmeti
Footer Logo,footer logo
Footer Template,footer Šablon
Footer Template Values,Footer Template Vrednosti
Footer will display correctly only in PDF,Footer će ispravno prikazuje samo u PDF-u
For,Za
For 'Product Bundle' items,Za 'product bundle' stavki
For Batch based Student Group,Za Batch bazirana Student Group
For Buying,za kupovinu
For Company,za kompanije
For Course based Student Group,Za studentske grupe predmeta na bazi
For Default Supplier (Optional),Za Default dobavljača (opciono)
For DocType Link / DocType Action,Za DOCTIPE Link / DOCTIPE akcije
For Document Event,Za dokumentu događaj
For Document Type,Za Tip dokumenta
For Employee,za zaposlenog
For Employee Name,Za zaposlenog
For Example: {} Open,Na primer: {} Otvori
For Links,za Links
For Month,za mesec
For Price List,Za cenovniku
For Production,za proizvodnju
For Quantity,za Količina
For Quantity (Manufactured Qty) is mandatory,Za Količina (Manufactured Kti) je obavezna
For Selling,za prodaju
For Supplier,za dobavljača
For User,Za korisnika
For Value,Za vrednost
For Warehouse,za skladišta
For Warehouse is required before Submit,Za skladišta je potrebno pre Pošalji
For an item {0},Za stavku {0}
For an item {0},Za stavku {0}
For comparison,Za poređenje
For currency {0},Za valutu {0}
For e.g. 2012,Za npr 2012
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Na primer, ako se otkaže i dopuni INV004 da će postati novi dokument INV004-1. Ovo vam pomaže da pratite svakom amandmanu."
For example: If you want to include the document ID,Na primer: Ako želite da uključi broj dokumenta
For example: {} Open,Na primer: {} Open
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","Za pomoć pogledajte <a href=""https://frappeframevork.com/docs/user/en/guides/portal-development/veb-forms"" target=""_blank"" Klijent Scenario API i primeri </a>"
For how much spent=1 Loyalty Point,Za koliko proveo=1 Lojalnost tačka
For individual supplier,Za vršioca
For item {0} at row {1},Za stavku {0} u redu {1}
For job card {0},Za radnih kartica {0}
For more information,Za više informacija
For more information,Za više informacija
For multiple addresses,Za više adresa
For operation {0}: Quantity ({1}) can not be greter than pending quantity({2}),Za rad {0}: Količina ({1}) ne može biti greter od čeka količine ({2})
For quantity {0} should not be greater than work order quantity {1},Za količine {0} ne bi trebalo da bude veći od količine radnog naloga {1}
For reference,Za referencu
For reference only.,Služi samo kao referenca.
For row {0} in {1}. To include {2} in Item rate,Za red {0} u {1}. Da biste uključili {2} stope tačka
For row {0}: Enter Planned Qty,Za red {0}: Enter Planirani Kti
For the 'Apply Rule On Other' condition the field {0} is mandatory,"Za ""Primeni pravilo na druge"" stanju polje {0} je obavezno"
For the convenience of customers,Za udobnost kupaca
For transfer from source,Za prenos od izvora
For updating,za ažuriranje
For {0} at level {1} in {2} in row {3},Za {0} na nivou {1} ​​u {2} u redu {3}
Force,Sila
Force Show,force Pokaži
Force User to Reset Password,Sila Korisnik na reset passvord
Foreign Trade Details,Spoljnotrgovinska Detalji
Forgot Password,Zaboravili ste lozinku
Forgot Password?,Zaboravili ste lozinku?
Form,obrazac
Form Settings,Podešavanja Forme
Form URL-Encoded,Obrazac URL Kodirani
Format,format
Format Data,format podataka
Formula,formula
Formula Based Criteria,Formula Based Kriterijumi
Fortnightly,četrnaestodnevni
Forum Activity,forum aktivnosti
Forum Posts,Forum Posts
Forum URL,forum URL adresa
Forward,napred
Forward To Email Address,Napred na email adresu
Fraction,frakcija
Fraction Units,frakcija Jedinice
Fraction of Applicable Earnings,Frakcija važećih zarada
Fraction of Daily Salary for Half Day,Deo Dnevna plata za pola dana
Fraction of Daily Salary per Leave,Deo Dnevna plata po bolovanje
Frames,okviri
Frappe,frape
Frappe Framework,frape okvir
Frappe Light,Frappe Svetlost
Frappe page builder using components,Frape strana graditelj koristeći komponente
Free Item,free artikla
Free item code is not selected,Kod slobodno stavka nije izabrano
Free item not set in the pricing rule {0},Free tačka nije postavljena u pravilu cenama {0}
